Key,Values,Level,Message
<class>tooling.KarMojo.java</class><start>155</start><end>158</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'BooleanLiteral', 'IfStatement', 'InfixExpression', 'MethodInvocation', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'MethodInvocation', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'MethodInvocation', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'InfixExpression', 'NullLiteral', 'PrefixExpression', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'ThisExpression', 'StringLiteral', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'StringLiteral', 'NullLiteral', 'ReturnStatement']",warn,"Your project should use the ""kar"" packaging or configure a ""classifier"" for kar attachment"
<class>tooling.KarMojo.java</class><start>180</start><end>181</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'NullLiteral', 'IfStatement', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'ClassInstanceCreation', 'MethodInvocation', 'TryStatement', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'BooleanLiteral', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'TryStatement', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'CatchClause']",error,Artifact was not resolved
<class>tooling.KarMojo.java</class><start>182</start><end>183</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'NullLiteral', 'IfStatement', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'ClassInstanceCreation', 'MethodInvocation', 'TryStatement', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'BooleanLiteral', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'TryStatement', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'CatchClause', 'CatchClause']",error,Artifact was not found
<class>tooling.KarMojo.java</class><start>186</start><end>187</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'NullLiteral', 'IfStatement', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'ClassInstanceCreation', 'MethodInvocation', 'TryStatement', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'BooleanLiteral', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'TryStatement', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'CatchClause', 'CatchClause', 'CatchClause']",error,$$$Empty Message$$$
<class>tooling.KarMojo.java</class><start>262</start><end>266</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'TryStatement', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'StringLiteral', 'ExpressionStatement', 'MethodInvocation', 'InfixExpression', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'MethodInvocation', 'StringLiteral']",debug,"Feature artifact is a SNAPSHOT, handling the maven-metadata-local.xml"
<class>tooling.KarMojo.java</class><start>267</start><end>290</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'TryStatement', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'StringLiteral', 'ExpressionStatement', 'MethodInvocation', 'InfixExpression', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'MethodInvocation', 'StringLiteral', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'StringLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'ClassInstanceCreation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'BooleanLiteral', 'ExpressionStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation']",debug," doesn't exist, create it"
<class>tooling.KarMojo.java</class><start>293</start><end>295</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'TryStatement', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'StringLiteral', 'ExpressionStatement', 'MethodInvocation', 'InfixExpression', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'MethodInvocation', 'StringLiteral', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'StringLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'ClassInstanceCreation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'BooleanLiteral', 'ExpressionStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'TryStatement', 'VariableDeclarationExpression', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'CatchClause']",warn,Could not create maven-metadata-local.xml
<class>tooling.KarMojo.java</class><start>297</start><end>299</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'TryStatement', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'StringLiteral', 'ExpressionStatement', 'MethodInvocation', 'InfixExpression', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'MethodInvocation', 'StringLiteral', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'StringLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'ClassInstanceCreation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'BooleanLiteral', 'ExpressionStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'TryStatement', 'VariableDeclarationExpression', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'CatchClause', 'ExpressionStatement', 'MethodInvocation', 'InfixExpression', 'MethodInvocation', 'MethodInvocation', 'NumberLiteral', 'MethodInvocation', 'MethodInvocation', 'CharacterLiteral', 'StringLiteral']",debug,Adding file  |  in the jar path  | /maven-metadata-local.xml
<class>tooling.KarMojo.java</class><start>315</start><end>317</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'TryStatement', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'StringLiteral', 'ExpressionStatement', 'MethodInvocation', 'InfixExpression', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'MethodInvocation', 'StringLiteral', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'StringLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'ClassInstanceCreation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'BooleanLiteral', 'ExpressionStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'TryStatement', 'VariableDeclarationExpression', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'CatchClause', 'ExpressionStatement', 'MethodInvocation', 'InfixExpression', 'MethodInvocation', 'MethodInvocation', 'NumberLiteral', 'MethodInvocation', 'MethodInvocation', 'CharacterLiteral', 'StringLiteral', 'EnhancedForStatement', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'StringLiteral', 'StringLiteral', 'TryStatement', 'ExpressionStatement', 'MethodInvocation', 'CatchClause']",warn,Could not create maven-metadata-local.xml
<class>tooling.KarMojo.java</class><start>324</start><end>325</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'TryStatement', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'StringLiteral', 'ExpressionStatement', 'MethodInvocation', 'InfixExpression', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'MethodInvocation', 'StringLiteral', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'StringLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'ClassInstanceCreation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'BooleanLiteral', 'ExpressionStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'TryStatement', 'VariableDeclarationExpression', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'CatchClause', 'ExpressionStatement', 'MethodInvocation', 'InfixExpression', 'MethodInvocation', 'MethodInvocation', 'NumberLiteral', 'MethodInvocation', 'MethodInvocation', 'CharacterLiteral', 'StringLiteral', 'EnhancedForStatement', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'StringLiteral', 'StringLiteral', 'TryStatement', 'ExpressionStatement', 'MethodInvocation', 'CatchClause', 'ExpressionStatement', 'MethodInvocation', 'InfixExpression', 'MethodInvocation', 'MethodInvocation', 'NumberLiteral', 'MethodInvocation', 'MethodInvocation', 'CharacterLiteral', 'StringLiteral', 'TryStatement', 'ExpressionStatement', 'MethodInvocation', 'CatchClause', 'Modifier']",warn,Cannot delete temporary created file.
