Key,Values,Level,Message
<class>http.WebApplication.java</class><start>799</start><end>801</end>,"['IfStatement', 'InfixExpression', 'NullLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'NullLiteral', 'TryStatement', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'InfixExpression', 'StringLiteral', 'CatchClause', 'StringLiteral']",warn,SecurityManager doesn't allow to read the configuration type from the system properties. The configuration type will be read from the web.xml.
<class>http.WebApplication.java</class><start>933</start><end>935</end>,"['IfStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'StringLiteral', 'MethodInvocation', 'StringLiteral', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'StringLiteral', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'StringLiteral', 'StringLiteral', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'StringLiteral', 'MethodInvocation', 'StringLiteral']",info,$$$Empty Message$$$
<class>http.WebApplication.java</class><start>1004</start><end>1007</end>,"['IfStatement', 'MethodInvocation', 'StringLiteral', 'ReturnStatement']",error,"storeBufferedResponse needs a valid session id to store the response, but a null one was found. Please report the problem to dev team and try to reproduce it in a quickstart project."
<class>http.RequestLogger.java</class><start>55</start><end>56</end>,"['IfStatement', 'MethodInvocation']",info,$$$Empty Message$$$
<class>http.WicketFilter.java</class><start>172</start><end>173</end>,"['VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'BooleanLiteral', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'CastExpression', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'CastExpression', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'BooleanLiteral', 'TryStatement', 'IfStatement', 'InfixExpression', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ThrowStatement', 'ClassInstanceCreation', 'StringLiteral', 'IfStatement', 'MethodInvocation']",debug,Ignoring request {}
<class>http.WicketFilter.java</class><start>435</start><end>438</end>,"['ExpressionStatement', 'MethodInvocation', 'BooleanLiteral', 'ExpressionStatement', 'Assignment', 'FieldAccess', 'ThisExpression', 'ExpressionStatement', 'Assignment', 'FieldAccess', 'ThisExpression', 'ExpressionStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'MethodInvocation', 'TryStatement', 'IfStatement', 'InfixExpression', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'ThisExpression', 'IfStatement', 'InfixExpression', 'MethodInvocation', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ThisExpression', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'MethodInvocation', 'NullLiteral', 'StringLiteral', 'StringLiteral']",warn,"Unable to determine filter path from filter init-param, web.xml, or servlet 3.0 annotations. Assuming user will set filter path manually by calling setFilterPath(String)"
<class>http.WicketFilter.java</class><start>455</start><end>460</end>,"['ExpressionStatement', 'MethodInvocation', 'BooleanLiteral', 'ExpressionStatement', 'Assignment', 'FieldAccess', 'ThisExpression', 'ExpressionStatement', 'Assignment', 'FieldAccess', 'ThisExpression', 'ExpressionStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'MethodInvocation', 'TryStatement', 'IfStatement', 'InfixExpression', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'ThisExpression', 'IfStatement', 'InfixExpression', 'MethodInvocation', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ThisExpression', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'MethodInvocation', 'NullLiteral', 'StringLiteral', 'StringLiteral', 'ExpressionStatement', 'MethodInvocation', 'TryStatement', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'CatchClause', 'MethodInvocation']",error,The initialization of an application with name '%s' has failed.
<class>http.WicketFilter.java</class><start>466</start><end>467</end>,"['ExpressionStatement', 'MethodInvocation', 'BooleanLiteral', 'ExpressionStatement', 'Assignment', 'FieldAccess', 'ThisExpression', 'ExpressionStatement', 'Assignment', 'FieldAccess', 'ThisExpression', 'ExpressionStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'MethodInvocation', 'TryStatement', 'IfStatement', 'InfixExpression', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'ThisExpression', 'IfStatement', 'InfixExpression', 'MethodInvocation', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ThisExpression', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'MethodInvocation', 'NullLiteral', 'StringLiteral', 'StringLiteral', 'ExpressionStatement', 'MethodInvocation', 'TryStatement', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'CatchClause', 'MethodInvocation', 'TryStatement', 'ExpressionStatement', 'MethodInvocation', 'CatchClause']",error,Unable to destroy after initialization failure
<class>http.WicketFilter.java</class><start>526</start><end>529</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'NullLiteral', 'IfStatement', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'IfStatement', 'InfixExpression', 'FieldAccess', 'MethodInvocation', 'NumberLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'IfStatement', 'InfixExpression', 'FieldAccess', 'MethodInvocation', 'NumberLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'InfixExpression', 'NullLiteral', 'InfixExpression', 'NumberLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ArrayAccess', 'NumberLiteral', 'IfStatement', 'InfixExpression', 'NumberLiteral', 'StringLiteral']",warn,"Multiple url patterns defined for Wicket filter/servlet, using the first: {}"
<class>documentvalidation.HtmlDocumentParser.java</class><start>261</start><end>264</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'MethodInvocation', 'NumberLiteral', 'MethodInvocation', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'InfixExpression', 'MethodInvocation', 'StringLiteral', 'NumberLiteral', 'ReturnStatement', 'IfStatement', 'MethodInvocation', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'NumberLiteral', 'MethodInvocation', 'CharacterLiteral', 'ExpressionStatement', 'Assignment', 'InfixExpression', 'MethodInvocation', 'StringLiteral', 'NumberLiteral', 'ReturnStatement', 'IfStatement', 'MethodInvocation', 'StringLiteral', 'IfStatement', 'MethodInvocation', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'MethodInvocation', 'NumberLiteral', 'MethodInvocation', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'ClassInstanceCreation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'MethodInvocation', 'NumberLiteral', 'MethodInvocation', 'CharacterLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'CharacterLiteral', 'MethodInvocation', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'InfixExpression', 'MethodInvocation', 'StringLiteral', 'NumberLiteral', 'ReturnStatement', 'IfStatement', 'MethodInvocation', 'StringLiteral', 'IfStatement', 'MethodInvocation', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'MethodInvocation', 'NumberLiteral', 'MethodInvocation', 'CharacterLiteral', 'ExpressionStatement', 'Assignment', 'ClassInstanceCreation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'MethodInvocation', 'NumberLiteral', 'MethodInvocation', 'CharacterLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'CharacterLiteral', 'MethodInvocation', 'CharacterLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'InfixExpression', 'MethodInvocation', 'StringLiteral', 'NumberLiteral', 'ReturnStatement', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ConditionalExpression', 'ParenthesizedExpression', 'InfixExpression', 'MethodInvocation', 'NumberLiteral', 'NumberLiteral', 'MethodInvocation', 'ReturnStatement']",error,Unexpected markup found:  | ...
<class>documentvalidation.HtmlDocumentValidator.java</class><start>174</start><end>177</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'BooleanLiteral', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'BooleanLiteral']",error,No message
<class>documentvalidation.HtmlDocumentValidator.java</class><start>305</start><end>308</end>,"['IfStatement', 'MethodInvocation', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'NullLiteral']",error,No message
<class>documentvalidation.HtmlDocumentValidator.java</class><start>314</start><end>317</end>,"['IfStatement', 'MethodInvocation', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'NullLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'MethodInvocation', 'StringLiteral', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'NullLiteral']",error,No message
<class>documentvalidation.HtmlDocumentValidator.java</class><start>322</start><end>326</end>,"['IfStatement', 'MethodInvocation', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'NullLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'MethodInvocation', 'StringLiteral', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'NullLiteral', 'IfStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'StringLiteral', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'NullLiteral']",error,No message
<class>documentvalidation.HtmlDocumentValidator.java</class><start>331</start><end>333</end>,"['IfStatement', 'MethodInvocation', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'NullLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'MethodInvocation', 'StringLiteral', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'NullLiteral', 'IfStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'StringLiteral', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'NullLiteral', 'IfStatement', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'NullLiteral']",error,Unexpected parsing error
<class>documentvalidation.HtmlDocumentValidator.java</class><start>366</start><end>369</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'BooleanLiteral', 'IfStatement', 'PrefixExpression', 'IfStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InstanceofExpression', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'MethodInvocation', 'ParenthesizedExpression', 'CastExpression', 'MethodInvocation', 'StringLiteral', 'MethodInvocation', 'ParenthesizedExpression', 'CastExpression', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'BooleanLiteral']",error,Found comment ' | ' does not match  | expected comment ' | '
<class>documentvalidation.HtmlDocumentValidator.java</class><start>373</start><end>376</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'BooleanLiteral', 'IfStatement', 'PrefixExpression', 'IfStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InstanceofExpression', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'MethodInvocation', 'ParenthesizedExpression', 'CastExpression', 'MethodInvocation', 'StringLiteral', 'MethodInvocation', 'ParenthesizedExpression', 'CastExpression', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'BooleanLiteral', 'StringLiteral', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'BooleanLiteral']",error,Found comment ' | ' was not expected.  | We were expecting: 
<class>documentvalidation.HtmlDocumentValidator.java</class><start>380</start><end>383</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'BooleanLiteral', 'IfStatement', 'PrefixExpression', 'IfStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InstanceofExpression', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'MethodInvocation', 'ParenthesizedExpression', 'CastExpression', 'MethodInvocation', 'StringLiteral', 'MethodInvocation', 'ParenthesizedExpression', 'CastExpression', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'BooleanLiteral', 'StringLiteral', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'BooleanLiteral', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'BooleanLiteral']",error,Found comment ' | ' was not expected.  | We were not expecting any more elements within the current tag
<class>documentvalidation.HtmlDocumentValidator.java</class><start>409</start><end>412</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'BooleanLiteral', 'IfStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InstanceofExpression', 'ExpressionStatement', 'Assignment', 'CastExpression', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'StringLiteral', 'MethodInvocation', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'BooleanLiteral']",error,No message
<class>documentvalidation.HtmlDocumentValidator.java</class><start>424</start><end>427</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'BooleanLiteral', 'IfStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InstanceofExpression', 'ExpressionStatement', 'Assignment', 'CastExpression', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'StringLiteral', 'MethodInvocation', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'BooleanLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'StringLiteral', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'BooleanLiteral']",error,No message
<class>documentvalidation.HtmlDocumentValidator.java</class><start>432</start><end>434</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'BooleanLiteral', 'IfStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InstanceofExpression', 'ExpressionStatement', 'Assignment', 'CastExpression', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'StringLiteral', 'MethodInvocation', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'BooleanLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'StringLiteral', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'BooleanLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'BooleanLiteral']",error,Attribute  |  was expected but not found
<class>documentvalidation.HtmlDocumentValidator.java</class><start>439</start><end>444</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'BooleanLiteral', 'IfStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InstanceofExpression', 'ExpressionStatement', 'Assignment', 'CastExpression', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'StringLiteral', 'MethodInvocation', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'BooleanLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'StringLiteral', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'BooleanLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'BooleanLiteral', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'StringLiteral', 'MethodInvocation', 'StringLiteral', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'BooleanLiteral']",error,No message
<class>documentvalidation.HtmlDocumentValidator.java</class><start>452</start><end>455</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'BooleanLiteral', 'IfStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InstanceofExpression', 'ExpressionStatement', 'Assignment', 'CastExpression', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'StringLiteral', 'MethodInvocation', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'BooleanLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'StringLiteral', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'BooleanLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'BooleanLiteral', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'StringLiteral', 'MethodInvocation', 'StringLiteral', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'BooleanLiteral', 'EnhancedForStatement', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'StringLiteral', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'BooleanLiteral']",error,No message
<class>documentvalidation.HtmlDocumentValidator.java</class><start>461</start><end>464</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'BooleanLiteral', 'IfStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InstanceofExpression', 'ExpressionStatement', 'Assignment', 'CastExpression', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'StringLiteral', 'MethodInvocation', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'BooleanLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'StringLiteral', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'BooleanLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'BooleanLiteral', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'StringLiteral', 'MethodInvocation', 'StringLiteral', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'BooleanLiteral', 'EnhancedForStatement', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'StringLiteral', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'BooleanLiteral', 'StringLiteral', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'BooleanLiteral']",error,No message
<class>documentvalidation.HtmlDocumentValidator.java</class><start>468</start><end>471</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'BooleanLiteral', 'IfStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InstanceofExpression', 'ExpressionStatement', 'Assignment', 'CastExpression', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'StringLiteral', 'MethodInvocation', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'BooleanLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'StringLiteral', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'BooleanLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'BooleanLiteral', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'StringLiteral', 'MethodInvocation', 'StringLiteral', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'BooleanLiteral', 'EnhancedForStatement', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'StringLiteral', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'BooleanLiteral', 'StringLiteral', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'BooleanLiteral', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'BooleanLiteral']",error,No message
<class>documentvalidation.HtmlDocumentValidator.java</class><start>495</start><end>498</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'BooleanLiteral', 'IfStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InstanceofExpression', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'ParenthesizedExpression', 'CastExpression', 'StringLiteral', 'MethodInvocation', 'ParenthesizedExpression', 'CastExpression', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'BooleanLiteral']",error,Found text ' | ' does not match  | expected text ' | '
<class>documentvalidation.HtmlDocumentValidator.java</class><start>502</start><end>505</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'BooleanLiteral', 'IfStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InstanceofExpression', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'ParenthesizedExpression', 'CastExpression', 'StringLiteral', 'MethodInvocation', 'ParenthesizedExpression', 'CastExpression', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'BooleanLiteral', 'StringLiteral', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'BooleanLiteral']",error,Found text ' | ' was not expected.  | We were expecting: 
